,year,state,consumption,state_code,tax_name,tax_code,taxes_collected,include?,population
900,2018,South Dakota,36219,42.0,Amusements Sales Tax,T11,8853,no,873286
901,2019,South Dakota,37599,42.0,Amusements Sales Tax,T11,8853,no,873286
902,2020,South Dakota,37338,42.0,Amusements Sales Tax,T11,8853,no,873286
903,2018,Alabama,170857,1.0,Amusements Sales Tax,T11,0,no,4875120
904,2019,Alabama,177751,1.0,Amusements Sales Tax,T11,0,no,4875120
905,2020,Alabama,176480,1.0,Amusements Sales Tax,T11,0,no,4875120
906,2018,Arkansas,101727,4.0,Amusements Sales Tax,T11,60380,no,3002997
907,2019,Arkansas,104430,4.0,Amusements Sales Tax,T11,60380,no,3002997
908,2020,Arkansas,104489,4.0,Amusements Sales Tax,T11,60380,no,3002997
909,2018,Florida,927049,10.0,Amusements Sales Tax,T11,207144,no,20976812
910,2019,Florida,966943,10.0,Amusements Sales Tax,T11,207144,no,20976812
911,2020,Florida,947906,10.0,Amusements Sales Tax,T11,207144,no,20976812
912,2018,Kentucky,160788,18.0,Amusements Sales Tax,T11,174,no,4453874
913,2019,Kentucky,165186,18.0,Amusements Sales Tax,T11,174,no,4453874
914,2020,Kentucky,163750,18.0,Amusements Sales Tax,T11,174,no,4453874
915,2018,Louisiana,171430,19.0,Amusements Sales Tax,T11,698306,no,4670818
916,2019,Louisiana,176521,19.0,Amusements Sales Tax,T11,698306,no,4670818
917,2020,Louisiana,173521,19.0,Amusements Sales Tax,T11,698306,no,4670818
918,2018,Mississippi,94782,25.0,Amusements Sales Tax,T11,132948,no,2989663
919,2019,Mississippi,96534,25.0,Amusements Sales Tax,T11,132948,no,2989663
920,2020,Mississippi,95998,25.0,Amusements Sales Tax,T11,132948,no,2989663
921,2018,North Carolina,388543,34.0,Amusements Sales Tax,T11,7,no,10270800
922,2019,North Carolina,407916,34.0,Amusements Sales Tax,T11,7,no,10270800
923,2020,North Carolina,405953,34.0,Amusements Sales Tax,T11,7,no,10270800
924,2018,South Carolina,188549,41.0,Amusements Sales Tax,T11,38814,no,5021219
925,2019,South Carolina,196624,41.0,Amusements Sales Tax,T11,38814,no,5021219
926,2020,South Carolina,195959,41.0,Amusements Sales Tax,T11,38814,no,5021219
927,2018,Virginia,366752,47.0,Amusements Sales Tax,T11,84,no,8465207
928,2019,Virginia,377556,47.0,Amusements Sales Tax,T11,84,no,8465207
929,2020,Virginia,367303,47.0,Amusements Sales Tax,T11,84,no,8465207
930,2018,West Virginia,66584,49.0,Amusements Sales Tax,T11,38958,no,1817048
931,2019,West Virginia,68110,49.0,Amusements Sales Tax,T11,38958,no,1817048
932,2020,West Virginia,66404,49.0,Amusements Sales Tax,T11,38958,no,1817048
933,2018,Arizona,273434,3.0,Amusements Sales Tax,T11,4026,no,7048876
934,2019,Arizona,287660,3.0,Amusements Sales Tax,T11,4026,no,7048876
935,2020,Arizona,287090,3.0,Amusements Sales Tax,T11,4026,no,7048876
936,2018,New Mexico,74540,32.0,Amusements Sales Tax,T11,77959,no,2093395
937,2019,New Mexico,76039,32.0,Amusements Sales Tax,T11,77959,no,2093395
938,2020,New Mexico,74276,32.0,Amusements Sales Tax,T11,77959,no,2093395
939,2018,Oklahoma,135983,37.0,Amusements Sales Tax,T11,20807,no,3932640
940,2019,Oklahoma,138946,37.0,Amusements Sales Tax,T11,20807,no,3932640
941,2020,Oklahoma,137469,37.0,Amusements Sales Tax,T11,20807,no,3932640
942,2018,Texas,1128352,44.0,Amusements Sales Tax,T11,29745,no,28322717
943,2019,Texas,1173809,44.0,Amusements Sales Tax,T11,29745,no,28322717
944,2020,Texas,1164466,44.0,Amusements Sales Tax,T11,29745,no,28322717
945,2018,Colorado,259864,6.0,Amusements Sales Tax,T11,117218,no,5615902
946,2019,Colorado,273403,6.0,Amusements Sales Tax,T11,117218,no,5615902
947,2020,Colorado,270883,6.0,Amusements Sales Tax,T11,117218,no,5615902
948,2018,Montana,43990,27.0,Amusements Sales Tax,T11,59819,no,1053090
949,2019,Montana,45545,27.0,Amusements Sales Tax,T11,59819,no,1053090
950,2020,Montana,45719,27.0,Amusements Sales Tax,T11,59819,no,1053090
951,2018,Alaska,36645,2.0,Amusements Sales Tax,T11,9668,no,739786
952,2019,Alaska,37780,2.0,Amusements Sales Tax,T11,9668,no,739786
953,2020,Alaska,35636,2.0,Amusements Sales Tax,T11,9668,no,739786
954,2018,Nevada,120132,29.0,Amusements Sales Tax,T11,919642,no,2972405
955,2019,Nevada,125927,29.0,Amusements Sales Tax,T11,919642,no,2972405
956,2020,Nevada,123054,29.0,Amusements Sales Tax,T11,919642,no,2972405
957,2018,Connecticut,181568,7.0,Insurance Premiums Sales Tax,T12,199497,no,3573880
958,2019,Connecticut,185316,7.0,Insurance Premiums Sales Tax,T12,199497,no,3573880
959,2020,Connecticut,179406,7.0,Insurance Premiums Sales Tax,T12,199497,no,3573880
960,2018,Maine,60086,20.0,Insurance Premiums Sales Tax,T12,95943,no,1335063
961,2019,Maine,62130,20.0,Insurance Premiums Sales Tax,T12,95943,no,1335063
962,2020,Maine,61124,20.0,Insurance Premiums Sales Tax,T12,95943,no,1335063
963,2018,Massachusetts,364730,22.0,Insurance Premiums Sales Tax,T12,397519,no,6863246
964,2019,Massachusetts,377584,22.0,Insurance Premiums Sales Tax,T12,397519,no,6863246
965,2020,Massachusetts,358472,22.0,Insurance Premiums Sales Tax,T12,397519,no,6863246
966,2018,New Hampshire,69527,30.0,Insurance Premiums Sales Tax,T12,108013,no,1349767
967,2019,New Hampshire,72030,30.0,Insurance Premiums Sales Tax,T12,108013,no,1349767
968,2020,New Hampshire,70719,30.0,Insurance Premiums Sales Tax,T12,108013,no,1349767
969,2018,Rhode Island,45923,40.0,Insurance Premiums Sales Tax,T12,120587,no,1056486
970,2019,Rhode Island,47198,40.0,Insurance Premiums Sales Tax,T12,120587,no,1056486
971,2020,Rhode Island,45397,40.0,Insurance Premiums Sales Tax,T12,120587,no,1056486
972,2018,Vermont,30020,46.0,Insurance Premiums Sales Tax,T12,59895,no,624525
973,2019,Vermont,30756,46.0,Insurance Premiums Sales Tax,T12,59895,no,624525
974,2020,Vermont,29545,46.0,Insurance Premiums Sales Tax,T12,59895,no,624525
975,2018,Delaware,44250,8.0,Insurance Premiums Sales Tax,T12,100144,no,957078
976,2019,Delaware,45865,8.0,Insurance Premiums Sales Tax,T12,100144,no,957078
977,2020,Delaware,44834,8.0,Insurance Premiums Sales Tax,T12,100144,no,957078
978,2018,Maryland,273980,21.0,Insurance Premiums Sales Tax,T12,516533,no,6024891
979,2019,Maryland,280842,21.0,Insurance Premiums Sales Tax,T12,516533,no,6024891
980,2020,Maryland,268457,21.0,Insurance Premiums Sales Tax,T12,516533,no,6024891
981,2018,New Jersey,443500,31.0,Insurance Premiums Sales Tax,T12,579642,no,8888543
982,2019,New Jersey,458468,31.0,Insurance Premiums Sales Tax,T12,579642,no,8888543
983,2020,New Jersey,446078,31.0,Insurance Premiums Sales Tax,T12,579642,no,8888543
984,2018,New York,976857,33.0,Insurance Premiums Sales Tax,T12,1381080,no,19590719
985,2019,New York,1015020,33.0,Insurance Premiums Sales Tax,T12,1381080,no,19590719
986,2020,New York,961707,33.0,Insurance Premiums Sales Tax,T12,1381080,no,19590719
987,2018,Pennsylvania,577036,39.0,Insurance Premiums Sales Tax,T12,808250,no,12790447
988,2019,Pennsylvania,594861,39.0,Insurance Premiums Sales Tax,T12,808250,no,12790447
989,2020,Pennsylvania,570772,39.0,Insurance Premiums Sales Tax,T12,808250,no,12790447
990,2018,Illinois,559565,14.0,Insurance Premiums Sales Tax,T12,418582,no,12786196
991,2019,Illinois,574300,14.0,Insurance Premiums Sales Tax,T12,418582,no,12786196
992,2020,Illinois,553612,14.0,Insurance Premiums Sales Tax,T12,418582,no,12786196
993,2018,Indiana,253792,15.0,Insurance Premiums Sales Tax,T12,235171,no,6660082
994,2019,Indiana,260120,15.0,Insurance Premiums Sales Tax,T12,235171,no,6660082
995,2020,Indiana,257343,15.0,Insurance Premiums Sales Tax,T12,235171,no,6660082
996,2018,Michigan,411916,23.0,Insurance Premiums Sales Tax,T12,337254,no,9976447
997,2019,Michigan,423448,23.0,Insurance Premiums Sales Tax,T12,337254,no,9976447
998,2020,Michigan,411364,23.0,Insurance Premiums Sales Tax,T12,337254,no,9976447
999,2018,Ohio,463474,36.0,Insurance Premiums Sales Tax,T12,629684,no,11664129
1000,2019,Ohio,475942,36.0,Insurance Premiums Sales Tax,T12,629684,no,11664129
1001,2020,Ohio,466160,36.0,Insurance Premiums Sales Tax,T12,629684,no,11664129
1002,2018,Wisconsin,238008,50.0,Insurance Premiums Sales Tax,T12,202387,no,5792051
1003,2019,Wisconsin,244555,50.0,Insurance Premiums Sales Tax,T12,202387,no,5792051
1004,2020,Wisconsin,238923,50.0,Insurance Premiums Sales Tax,T12,202387,no,5792051
1005,2018,Iowa,119390,16.0,Insurance Premiums Sales Tax,T12,113469,no,3143637
1006,2019,Iowa,121840,16.0,Insurance Premiums Sales Tax,T12,113469,no,3143637
1007,2020,Iowa,118905,16.0,Insurance Premiums Sales Tax,T12,113469,no,3143637
1008,2018,Kansas,111458,17.0,Insurance Premiums Sales Tax,T12,310420,no,2910689
1009,2019,Kansas,114771,17.0,Insurance Premiums Sales Tax,T12,310420,no,2910689
1010,2020,Kansas,113185,17.0,Insurance Premiums Sales Tax,T12,310420,no,2910689
1011,2018,Minnesota,255154,24.0,Insurance Premiums Sales Tax,T12,486403,no,5568155
1012,2019,Minnesota,262443,24.0,Insurance Premiums Sales Tax,T12,486403,no,5568155
1013,2020,Minnesota,251205,24.0,Insurance Premiums Sales Tax,T12,486403,no,5568155
1014,2018,Missouri,244845,26.0,Insurance Premiums Sales Tax,T12,432560,no,6108612
1015,2019,Missouri,252194,26.0,Insurance Premiums Sales Tax,T12,432560,no,6108612
1016,2020,Missouri,246053,26.0,Insurance Premiums Sales Tax,T12,432560,no,6108612
1017,2018,Nebraska,78632,28.0,Insurance Premiums Sales Tax,T12,54350,no,1917575
1018,2019,Nebraska,80688,28.0,Insurance Premiums Sales Tax,T12,54350,no,1917575
1019,2020,Nebraska,79714,28.0,Insurance Premiums Sales Tax,T12,54350,no,1917575
1020,2018,North Dakota,34104,35.0,Insurance Premiums Sales Tax,T12,63558,no,755176
1021,2019,North Dakota,34836,35.0,Insurance Premiums Sales Tax,T12,63558,no,755176
1022,2020,North Dakota,33631,35.0,Insurance Premiums Sales Tax,T12,63558,no,755176
1023,2018,South Dakota,36219,42.0,Insurance Premiums Sales Tax,T12,66496,no,873286
1024,2019,South Dakota,37599,42.0,Insurance Premiums Sales Tax,T12,66496,no,873286
1025,2020,South Dakota,37338,42.0,Insurance Premiums Sales Tax,T12,66496,no,873286
1026,2018,Alabama,170857,1.0,Insurance Premiums Sales Tax,T12,339719,no,4875120
1027,2019,Alabama,177751,1.0,Insurance Premiums Sales Tax,T12,339719,no,4875120
1028,2020,Alabama,176480,1.0,Insurance Premiums Sales Tax,T12,339719,no,4875120
1029,2018,Arkansas,101727,4.0,Insurance Premiums Sales Tax,T12,213212,no,3002997
1030,2019,Arkansas,104430,4.0,Insurance Premiums Sales Tax,T12,213212,no,3002997
1031,2020,Arkansas,104489,4.0,Insurance Premiums Sales Tax,T12,213212,no,3002997
1032,2018,Florida,927049,10.0,Insurance Premiums Sales Tax,T12,959339,no,20976812
1033,2019,Florida,966943,10.0,Insurance Premiums Sales Tax,T12,959339,no,20976812
1034,2020,Florida,947906,10.0,Insurance Premiums Sales Tax,T12,959339,no,20976812
1035,2018,Georgia,400690,11.0,Insurance Premiums Sales Tax,T12,480154,no,10413055
1036,2019,Georgia,416542,11.0,Insurance Premiums Sales Tax,T12,480154,no,10413055
1037,2020,Georgia,408753,11.0,Insurance Premiums Sales Tax,T12,480154,no,10413055
1038,2018,Kentucky,160788,18.0,Insurance Premiums Sales Tax,T12,153728,no,4453874
1039,2019,Kentucky,165186,18.0,Insurance Premiums Sales Tax,T12,153728,no,4453874
1040,2020,Kentucky,163750,18.0,Insurance Premiums Sales Tax,T12,153728,no,4453874
1041,2018,Louisiana,171430,19.0,Insurance Premiums Sales Tax,T12,813975,no,4670818
1042,2019,Louisiana,176521,19.0,Insurance Premiums Sales Tax,T12,813975,no,4670818
1043,2020,Louisiana,173521,19.0,Insurance Premiums Sales Tax,T12,813975,no,4670818
1044,2018,Mississippi,94782,25.0,Insurance Premiums Sales Tax,T12,324900,no,2989663
1045,2019,Mississippi,96534,25.0,Insurance Premiums Sales Tax,T12,324900,no,2989663
1046,2020,Mississippi,95998,25.0,Insurance Premiums Sales Tax,T12,324900,no,2989663
1047,2018,North Carolina,388543,34.0,Insurance Premiums Sales Tax,T12,517095,no,10270800
1048,2019,North Carolina,407916,34.0,Insurance Premiums Sales Tax,T12,517095,no,10270800
1049,2020,North Carolina,405953,34.0,Insurance Premiums Sales Tax,T12,517095,no,10270800
1050,2018,South Carolina,188549,41.0,Insurance Premiums Sales Tax,T12,228259,no,5021219
1051,2019,South Carolina,196624,41.0,Insurance Premiums Sales Tax,T12,228259,no,5021219
1052,2020,South Carolina,195959,41.0,Insurance Premiums Sales Tax,T12,228259,no,5021219
1053,2018,Tennessee,250646,43.0,Insurance Premiums Sales Tax,T12,912324,no,6708794
1054,2019,Tennessee,260814,43.0,Insurance Premiums Sales Tax,T12,912324,no,6708794
1055,2020,Tennessee,258252,43.0,Insurance Premiums Sales Tax,T12,912324,no,6708794
1056,2018,Virginia,366752,47.0,Insurance Premiums Sales Tax,T12,479192,no,8465207
1057,2019,Virginia,377556,47.0,Insurance Premiums Sales Tax,T12,479192,no,8465207
1058,2020,Virginia,367303,47.0,Insurance Premiums Sales Tax,T12,479192,no,8465207
1059,2018,West Virginia,66584,49.0,Insurance Premiums Sales Tax,T12,120163,no,1817048
1060,2019,West Virginia,68110,49.0,Insurance Premiums Sales Tax,T12,120163,no,1817048
1061,2020,West Virginia,66404,49.0,Insurance Premiums Sales Tax,T12,120163,no,1817048
1062,2018,Arizona,273434,3.0,Insurance Premiums Sales Tax,T12,536820,no,7048876
1063,2019,Arizona,287660,3.0,Insurance Premiums Sales Tax,T12,536820,no,7048876
1064,2020,Arizona,287090,3.0,Insurance Premiums Sales Tax,T12,536820,no,7048876
1065,2018,New Mexico,74540,32.0,Insurance Premiums Sales Tax,T12,163453,no,2093395
1066,2019,New Mexico,76039,32.0,Insurance Premiums Sales Tax,T12,163453,no,2093395
1067,2020,New Mexico,74276,32.0,Insurance Premiums Sales Tax,T12,163453,no,2093395
1068,2018,Oklahoma,135983,37.0,Insurance Premiums Sales Tax,T12,304448,no,3932640
1069,2019,Oklahoma,138946,37.0,Insurance Premiums Sales Tax,T12,304448,no,3932640
1070,2020,Oklahoma,137469,37.0,Insurance Premiums Sales Tax,T12,304448,no,3932640
1071,2018,Texas,1128352,44.0,Insurance Premiums Sales Tax,T12,2325941,no,28322717
1072,2019,Texas,1173809,44.0,Insurance Premiums Sales Tax,T12,2325941,no,28322717
1073,2020,Texas,1164466,44.0,Insurance Premiums Sales Tax,T12,2325941,no,28322717
1074,2018,Colorado,259864,6.0,Insurance Premiums Sales Tax,T12,256212,no,5615902
1075,2019,Colorado,273403,6.0,Insurance Premiums Sales Tax,T12,256212,no,5615902
1076,2020,Colorado,270883,6.0,Insurance Premiums Sales Tax,T12,256212,no,5615902
1077,2018,Idaho,61376,13.0,Insurance Premiums Sales Tax,T12,91985,no,1718904
1078,2019,Idaho,63986,13.0,Insurance Premiums Sales Tax,T12,91985,no,1718904
1079,2020,Idaho,64781,13.0,Insurance Premiums Sales Tax,T12,91985,no,1718904
1080,2018,Montana,43990,27.0,Insurance Premiums Sales Tax,T12,108383,no,1053090
1081,2019,Montana,45545,27.0,Insurance Premiums Sales Tax,T12,108383,no,1053090
1082,2020,Montana,45719,27.0,Insurance Premiums Sales Tax,T12,108383,no,1053090
1083,2018,Utah,113864,45.0,Insurance Premiums Sales Tax,T12,130122,no,3103118
1084,2019,Utah,119970,45.0,Insurance Premiums Sales Tax,T12,130122,no,3103118
1085,2020,Utah,121445,45.0,Insurance Premiums Sales Tax,T12,130122,no,3103118
1086,2018,Wyoming,24352,51.0,Insurance Premiums Sales Tax,T12,24762,no,578934
1087,2019,Wyoming,24839,51.0,Insurance Premiums Sales Tax,T12,24762,no,578934
1088,2020,Wyoming,24467,51.0,Insurance Premiums Sales Tax,T12,24762,no,578934
1089,2018,Alaska,36645,2.0,Insurance Premiums Sales Tax,T12,62500,no,739786
1090,2019,Alaska,37780,2.0,Insurance Premiums Sales Tax,T12,62500,no,739786
1091,2020,Alaska,35636,2.0,Insurance Premiums Sales Tax,T12,62500,no,739786
1092,2018,California,1835635,5.0,Insurance Premiums Sales Tax,T12,2422105,no,39399349
1093,2019,California,1921463,5.0,Insurance Premiums Sales Tax,T12,2422105,no,39399349
1094,2020,California,1835981,5.0,Insurance Premiums Sales Tax,T12,2422105,no,39399349
1095,2018,Hawaii,64439,12.0,Insurance Premiums Sales Tax,T12,170118,no,1424203
1096,2019,Hawaii,66977,12.0,Insurance Premiums Sales Tax,T12,170118,no,1424203
1097,2020,Hawaii,63427,12.0,Insurance Premiums Sales Tax,T12,170118,no,1424203
1098,2018,Nevada,120132,29.0,Insurance Premiums Sales Tax,T12,359741,no,2972405
1099,2019,Nevada,125927,29.0,Insurance Premiums Sales Tax,T12,359741,no,2972405
1100,2020,Nevada,123054,29.0,Insurance Premiums Sales Tax,T12,359741,no,2972405
1101,2018,Oregon,172989,38.0,Insurance Premiums Sales Tax,T12,68481,no,4146592
1102,2019,Oregon,180750,38.0,Insurance Premiums Sales Tax,T12,68481,no,4146592
1103,2020,Oregon,178375,38.0,Insurance Premiums Sales Tax,T12,68481,no,4146592
1104,2018,Washington,347411,48.0,Insurance Premiums Sales Tax,T12,603963,no,7425432
1105,2019,Washington,363100,48.0,Insurance Premiums Sales Tax,T12,603963,no,7425432
1106,2020,Washington,354219,48.0,Insurance Premiums Sales Tax,T12,603963,no,7425432
1107,2018,Connecticut,181568,7.0,Motor Fuels Sales Tax,T13,484479,no,3573880
1108,2019,Connecticut,185316,7.0,Motor Fuels Sales Tax,T13,484479,no,3573880
1109,2020,Connecticut,179406,7.0,Motor Fuels Sales Tax,T13,484479,no,3573880
1110,2018,Maine,60086,20.0,Motor Fuels Sales Tax,T13,252870,no,1335063
1111,2019,Maine,62130,20.0,Motor Fuels Sales Tax,T13,252870,no,1335063
1112,2020,Maine,61124,20.0,Motor Fuels Sales Tax,T13,252870,no,1335063
1113,2018,Massachusetts,364730,22.0,Motor Fuels Sales Tax,T13,769442,no,6863246
1114,2019,Massachusetts,377584,22.0,Motor Fuels Sales Tax,T13,769442,no,6863246
1115,2020,Massachusetts,358472,22.0,Motor Fuels Sales Tax,T13,769442,no,6863246
1116,2018,New Hampshire,69527,30.0,Motor Fuels Sales Tax,T13,152086,no,1349767
1117,2019,New Hampshire,72030,30.0,Motor Fuels Sales Tax,T13,152086,no,1349767
1118,2020,New Hampshire,70719,30.0,Motor Fuels Sales Tax,T13,152086,no,1349767
1119,2018,Rhode Island,45923,40.0,Motor Fuels Sales Tax,T13,90990,no,1056486
1120,2019,Rhode Island,47198,40.0,Motor Fuels Sales Tax,T13,90990,no,1056486
1121,2020,Rhode Island,45397,40.0,Motor Fuels Sales Tax,T13,90990,no,1056486
1122,2018,Vermont,30020,46.0,Motor Fuels Sales Tax,T13,81020,no,624525
1123,2019,Vermont,30756,46.0,Motor Fuels Sales Tax,T13,81020,no,624525
1124,2020,Vermont,29545,46.0,Motor Fuels Sales Tax,T13,81020,no,624525
1125,2018,Delaware,44250,8.0,Motor Fuels Sales Tax,T13,129487,no,957078
1126,2019,Delaware,45865,8.0,Motor Fuels Sales Tax,T13,129487,no,957078
1127,2020,Delaware,44834,8.0,Motor Fuels Sales Tax,T13,129487,no,957078
1128,2018,Maryland,273980,21.0,Motor Fuels Sales Tax,T13,1078313,no,6024891
1129,2019,Maryland,280842,21.0,Motor Fuels Sales Tax,T13,1078313,no,6024891
1130,2020,Maryland,268457,21.0,Motor Fuels Sales Tax,T13,1078313,no,6024891
1131,2018,New Jersey,443500,31.0,Motor Fuels Sales Tax,T13,532878,no,8888543
1132,2019,New Jersey,458468,31.0,Motor Fuels Sales Tax,T13,532878,no,8888543
1133,2020,New Jersey,446078,31.0,Motor Fuels Sales Tax,T13,532878,no,8888543
1134,2018,New York,976857,33.0,Motor Fuels Sales Tax,T13,1647240,no,19590719
1135,2019,New York,1015020,33.0,Motor Fuels Sales Tax,T13,1647240,no,19590719
1136,2020,New York,961707,33.0,Motor Fuels Sales Tax,T13,1647240,no,19590719
1137,2018,Pennsylvania,577036,39.0,Motor Fuels Sales Tax,T13,3143576,no,12790447
1138,2019,Pennsylvania,594861,39.0,Motor Fuels Sales Tax,T13,3143576,no,12790447
1139,2020,Pennsylvania,570772,39.0,Motor Fuels Sales Tax,T13,3143576,no,12790447
1140,2018,Illinois,559565,14.0,Motor Fuels Sales Tax,T13,1348414,no,12786196
1141,2019,Illinois,574300,14.0,Motor Fuels Sales Tax,T13,1348414,no,12786196
1142,2020,Illinois,553612,14.0,Motor Fuels Sales Tax,T13,1348414,no,12786196
1143,2018,Indiana,253792,15.0,Motor Fuels Sales Tax,T13,854529,no,6660082
1144,2019,Indiana,260120,15.0,Motor Fuels Sales Tax,T13,854529,no,6660082
1145,2020,Indiana,257343,15.0,Motor Fuels Sales Tax,T13,854529,no,6660082
1146,2018,Michigan,411916,23.0,Motor Fuels Sales Tax,T13,1210628,no,9976447
1147,2019,Michigan,423448,23.0,Motor Fuels Sales Tax,T13,1210628,no,9976447
1148,2020,Michigan,411364,23.0,Motor Fuels Sales Tax,T13,1210628,no,9976447
1149,2018,Ohio,463474,36.0,Motor Fuels Sales Tax,T13,1984392,no,11664129
1150,2019,Ohio,475942,36.0,Motor Fuels Sales Tax,T13,1984392,no,11664129
1151,2020,Ohio,466160,36.0,Motor Fuels Sales Tax,T13,1984392,no,11664129
1152,2018,Wisconsin,238008,50.0,Motor Fuels Sales Tax,T13,1044996,no,5792051
1153,2019,Wisconsin,244555,50.0,Motor Fuels Sales Tax,T13,1044996,no,5792051
1154,2020,Wisconsin,238923,50.0,Motor Fuels Sales Tax,T13,1044996,no,5792051
1155,2018,Iowa,119390,16.0,Motor Fuels Sales Tax,T13,674603,no,3143637
1156,2019,Iowa,121840,16.0,Motor Fuels Sales Tax,T13,674603,no,3143637
1157,2020,Iowa,118905,16.0,Motor Fuels Sales Tax,T13,674603,no,3143637
1158,2018,Kansas,111458,17.0,Motor Fuels Sales Tax,T13,458008,no,2910689
1159,2019,Kansas,114771,17.0,Motor Fuels Sales Tax,T13,458008,no,2910689
1160,2020,Kansas,113185,17.0,Motor Fuels Sales Tax,T13,458008,no,2910689
1161,2018,Minnesota,255154,24.0,Motor Fuels Sales Tax,T13,912644,no,5568155
1162,2019,Minnesota,262443,24.0,Motor Fuels Sales Tax,T13,912644,no,5568155
1163,2020,Minnesota,251205,24.0,Motor Fuels Sales Tax,T13,912644,no,5568155
1164,2018,Missouri,244845,26.0,Motor Fuels Sales Tax,T13,720849,no,6108612
1165,2019,Missouri,252194,26.0,Motor Fuels Sales Tax,T13,720849,no,6108612
1166,2020,Missouri,246053,26.0,Motor Fuels Sales Tax,T13,720849,no,6108612
1167,2018,Nebraska,78632,28.0,Motor Fuels Sales Tax,T13,354234,no,1917575
1168,2019,Nebraska,80688,28.0,Motor Fuels Sales Tax,T13,354234,no,1917575
1169,2020,Nebraska,79714,28.0,Motor Fuels Sales Tax,T13,354234,no,1917575
1170,2018,North Dakota,34104,35.0,Motor Fuels Sales Tax,T13,189718,no,755176
1171,2019,North Dakota,34836,35.0,Motor Fuels Sales Tax,T13,189718,no,755176
1172,2020,North Dakota,33631,35.0,Motor Fuels Sales Tax,T13,189718,no,755176
1173,2018,South Dakota,36219,42.0,Motor Fuels Sales Tax,T13,189133,no,873286
1174,2019,South Dakota,37599,42.0,Motor Fuels Sales Tax,T13,189133,no,873286
1175,2020,South Dakota,37338,42.0,Motor Fuels Sales Tax,T13,189133,no,873286
1176,2018,Alabama,170857,1.0,Motor Fuels Sales Tax,T13,588992,no,4875120
1177,2019,Alabama,177751,1.0,Motor Fuels Sales Tax,T13,588992,no,4875120
1178,2020,Alabama,176480,1.0,Motor Fuels Sales Tax,T13,588992,no,4875120
1179,2018,Arkansas,101727,4.0,Motor Fuels Sales Tax,T13,487517,no,3002997
1180,2019,Arkansas,104430,4.0,Motor Fuels Sales Tax,T13,487517,no,3002997
1181,2020,Arkansas,104489,4.0,Motor Fuels Sales Tax,T13,487517,no,3002997
1182,2018,Florida,927049,10.0,Motor Fuels Sales Tax,T13,2727802,no,20976812
1183,2019,Florida,966943,10.0,Motor Fuels Sales Tax,T13,2727802,no,20976812
1184,2020,Florida,947906,10.0,Motor Fuels Sales Tax,T13,2727802,no,20976812
1185,2018,Georgia,400690,11.0,Motor Fuels Sales Tax,T13,1741092,no,10413055
1186,2019,Georgia,416542,11.0,Motor Fuels Sales Tax,T13,1741092,no,10413055
1187,2020,Georgia,408753,11.0,Motor Fuels Sales Tax,T13,1741092,no,10413055
1188,2018,Kentucky,160788,18.0,Motor Fuels Sales Tax,T13,701440,no,4453874
1189,2019,Kentucky,165186,18.0,Motor Fuels Sales Tax,T13,701440,no,4453874
1190,2020,Kentucky,163750,18.0,Motor Fuels Sales Tax,T13,701440,no,4453874
1191,2018,Louisiana,171430,19.0,Motor Fuels Sales Tax,T13,634883,no,4670818
1192,2019,Louisiana,176521,19.0,Motor Fuels Sales Tax,T13,634883,no,4670818
1193,2020,Louisiana,173521,19.0,Motor Fuels Sales Tax,T13,634883,no,4670818
1194,2018,Mississippi,94782,25.0,Motor Fuels Sales Tax,T13,445361,no,2989663
1195,2019,Mississippi,96534,25.0,Motor Fuels Sales Tax,T13,445361,no,2989663
1196,2020,Mississippi,95998,25.0,Motor Fuels Sales Tax,T13,445361,no,2989663
1197,2018,North Carolina,388543,34.0,Motor Fuels Sales Tax,T13,1922400,no,10270800
1198,2019,North Carolina,407916,34.0,Motor Fuels Sales Tax,T13,1922400,no,10270800
1199,2020,North Carolina,405953,34.0,Motor Fuels Sales Tax,T13,1922400,no,10270800
1200,2018,South Carolina,188549,41.0,Motor Fuels Sales Tax,T13,583476,no,5021219
1201,2019,South Carolina,196624,41.0,Motor Fuels Sales Tax,T13,583476,no,5021219
1202,2020,South Carolina,195959,41.0,Motor Fuels Sales Tax,T13,583476,no,5021219
1203,2018,Tennessee,250646,43.0,Motor Fuels Sales Tax,T13,915858,no,6708794
1204,2019,Tennessee,260814,43.0,Motor Fuels Sales Tax,T13,915858,no,6708794
1205,2020,Tennessee,258252,43.0,Motor Fuels Sales Tax,T13,915858,no,6708794
1206,2018,Virginia,366752,47.0,Motor Fuels Sales Tax,T13,997561,no,8465207
1207,2019,Virginia,377556,47.0,Motor Fuels Sales Tax,T13,997561,no,8465207
1208,2020,Virginia,367303,47.0,Motor Fuels Sales Tax,T13,997561,no,8465207
1209,2018,West Virginia,66584,49.0,Motor Fuels Sales Tax,T13,383874,no,1817048
1210,2019,West Virginia,68110,49.0,Motor Fuels Sales Tax,T13,383874,no,1817048
1211,2020,West Virginia,66404,49.0,Motor Fuels Sales Tax,T13,383874,no,1817048
1212,2018,Arizona,273434,3.0,Motor Fuels Sales Tax,T13,856495,no,7048876
1213,2019,Arizona,287660,3.0,Motor Fuels Sales Tax,T13,856495,no,7048876
1214,2020,Arizona,287090,3.0,Motor Fuels Sales Tax,T13,856495,no,7048876
1215,2018,New Mexico,74540,32.0,Motor Fuels Sales Tax,T13,242627,no,2093395
